Legendary_first,Legendary_second,first_winner,HP_diff,Attack_diff,Defense_diff,Sp_Atk_diff,Sp_Def_diff,Height_diff,Weight_diff,Experience_diff,Normal_first,Fire_first,Water_first,Grass_first,Flying_first,Fighting_first,Poison_first,Electric_first,Ground_first,Rock_first,Psychic_first,Ice_first,Bug_first,Ghost_first,Steel_first,Dragon_first,Dark_first,Fairy_first,Normal_second,Fire_second,Water_second,Grass_second,Flying_second,Fighting_second,Poison_second,Electric_second,Ground_second,Rock_second,Psychic_second,Ice_second,Bug_second,Ghost_second,Steel_second,Dragon_second,Dark_second,Fairy_second,First_pokemon_attacks_first,Second_pokemon_attacks_first
0,0,0,0.5,0.3114754098360656,0.485781990521327,0.49295774647887325,0.49757281553398053,0.47368421052631576,0.45800200115856554,0.4650751547303271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5,0.6196721311475409,0.6042654028436019,0.36971830985915494,0.38834951456310673,0.5403508771929825,0.6511138027278951,0.5455349248452697,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0.4688888888888889,0.4262295081967213,0.43364928909952605,0.28169014084507044,0.43203883495145623,0.45964912280701753,0.49049449681394497,0.41732979664014147,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4111111111111111,0.3147540983606557,0.2938388625592417,0.45774647887323944,0.424757281553398,0.45614035087719296,0.48101532466164626,0.3793103448275862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4355555555555556,0.36721311475409835,0.481042654028436,0.528169014084507,0.47330097087378636,0.49122807017543857,0.4939701932697878,0.4288240495137047,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4777777777777778,0.32786885245901637,0.47393364928909953,0.5105633802816901,0.4368932038834951,0.48771929824561405,0.502870082679446,0.47126436781609193,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.4111111111111111,0.21311475409836061,0.4146919431279621,0.45774647887323944,0.5461165048543689,0.4807017543859649,0.4687977249986835,0.4208664898320071,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.46444444444444444,0.419672131147541,0.40995260663507105,0.5915492957746479,0.5339805825242718,0.4842105263157895,0.4523144978671863,0.5004420866489832,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0,0.5444444444444444,0.4163934426229508,0.2890995260663507,0.545774647887324,0.558252427184466,0.47017543859649125,0.34225077676549587,0.48894783377541995,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,0,0,0.6422222222222222,0.40983606557377045,0.4028436018957346,0.36971830985915494,0.37621359223300965,0.47719298245614034,0.48154194533677397,0.4615384615384615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0.4777777777777778,0.4426229508196721,0.5924170616113744,0.2640845070422535,0.36407766990291257,0.4807017543859649,0.5013428827215757,0.403183023872679,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,0,1,0.44666666666666666,0.540983606557377,0.5213270142180094,0.528169014084507,0.4611650485436893,0.47368421052631576,0.48865132445099796,0.5605658709106984,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0.5444444444444444,0.5901639344262295,0.5924170616113744,0.545774647887324,0.5825242718446602,0.5333333333333333,0.5266206751277056,0.5322723253757736,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0.4222222222222222,0.29508196721311475,0.443127962085308,0.352112676056338,0.44174757281553395,0.45614035087719296,0.4605824424666913,0.3969938107869142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.4688888888888889,0.5967213114754099,0.5379146919431279,0.40492957746478875,0.36407766990291257,0.512280701754386,0.5205118752962241,0.537577365163572,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,1,0.45555555555555555,0.33114754098360655,0.490521327014218,0.47887323943661975,0.5072815533980582,0.4807017543859649,0.45758070461846334,0.48717948717948717,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.5511111111111111,0.7049180327868853,0.5450236966824644,0.45774647887323944,0.3398058252427184,0.512280701754386,0.4954973932276582,0.5658709106984969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.5022222222222222,0.5311475409836065,0.5379146919431279,0.5070422535211268,0.5024271844660194,0.512280701754386,0.5055031860550846,0.5508399646330681,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.6777777777777778,0.7278688524590164,0.6279620853080569,0.6971830985915493,0.5339805825242718,0.5508771929824562,0.5634314603191322,0.6604774535809018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.6555555555555556,0.4524590163934426,0.5639810426540284,0.5492957746478874,0.6092233009708737,0.5157894736842106,0.49655063457791354,0.583554376657825,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4955555555555556,0.4262295081967213,0.5308056872037915,0.5528169014084507,0.49757281553398053,0.4982456140350877,0.5000789931012692,0.493368700265252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5666666666666667,0.6885245901639344,0.6279620853080569,0.528169014084507,0.424757281553398,0.512280701754386,0.5426299436515878,0.5676392572944297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
0,1,0,0.3088888888888889,0.19344262295081965,0.3791469194312796,0.25,0.40533980582524265,0.4070175438596491,0.39196376849755127,0.28293545534924847,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,1,0.5266666666666666,0.42950819672131146,0.443127962085308,0.545774647887324,0.6674757281553397,0.5052631578947369,0.5681710463952815,0.53315649867374,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5444444444444444,0.47540983606557374,0.533175355450237,0.6514084507042254,0.6796116504854368,0.5052631578947369,0.5036600136921376,0.5437665782493368,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4822222222222222,0.4131147540983606,0.4786729857819905,0.3345070422535211,0.424757281553398,0.48771929824561405,0.4960240139027859,0.41998231653404067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.3622222222222222,0.36393442622950817,0.43364928909952605,0.3767605633802817,0.4271844660194174,0.45964912280701753,0.4954973932276582,0.41290893015030944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0.6222222222222222,0.5901639344262295,0.6658767772511849,0.704225352112676,0.6577669902912621,0.49473684210526314,0.49734056559060513,0.6914235190097259,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.4444444444444444,0.3868852459016393,0.4312796208530806,0.5105633802816901,0.48543689320388345,0.4842105263157895,0.49312760018958346,0.4332449160035367,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,0,0.5222222222222223,0.4327868852459016,0.5308056872037915,0.38732394366197187,0.4902912621359223,0.48771929824561405,0.46463742166517463,0.43147656940760387,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5333333333333333,0.540983606557377,0.4976303317535545,0.47535211267605637,0.47330097087378636,0.5017543859649123,0.5077676549581337,0.5057471264367815,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.45555555555555555,0.5081967213114754,0.40047393364928907,0.38732394366197187,0.5825242718446602,0.4982456140350877,0.4213492021696772,0.48983200707338637,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,0,0,0.4666666666666667,0.33442622950819667,0.43838862559241704,0.545774647887324,0.424757281553398,0.4842105263157895,0.49096845542155987,0.4641909814323607,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.5133333333333333,0.5901639344262295,0.5687203791469194,0.47535211267605637,0.5097087378640777,0.4982456140350877,0.5016061930591396,0.5181255526083112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0.45555555555555555,0.34426229508196715,0.43364928909952605,0.3345070422535211,0.4490291262135922,0.45614035087719296,0.4952340828900943,0.39876215738284704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0.6222222222222222,0.6885245901639344,0.5924170616113744,0.5985915492957746,0.5097087378640777,0.5298245614035088,0.5873927010374428,0.6251105216622458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0.5777777777777777,0.540983606557377,0.6635071090047393,0.3345070422535211,0.47330097087378636,0.4807017543859649,0.4912844278266365,0.502210433244916,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0.4666666666666667,0.540983606557377,0.6540284360189573,0.704225352112676,0.6359223300970873,0.47017543859649125,0.45631681499815685,0.6038903625110521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0.46444444444444444,0.5704918032786885,0.5450236966824644,0.31338028169014087,0.5266990291262136,0.5228070175438596,0.6081942177049872,0.4960212201591512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
0,0,1,0.5333333333333333,0.7049180327868853,0.5308056872037915,0.49295774647887325,0.4951456310679611,0.5263157894736842,0.5218284269840434,0.5667550839964632,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0.4444444444444444,0.3770491803278688,0.556872037914692,0.36971830985915494,0.37621359223300965,0.44912280701754387,0.4786455316235716,0.38992042440318303,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0.43777777777777777,0.4262295081967213,0.4146919431279621,0.2640845070422535,0.30339805825242716,0.47719298245614034,0.48828268997840857,0.3138815207780725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,0,0.4777777777777778,0.4590163934426229,0.4976303317535545,0.4225352112676056,0.4490291262135922,0.48771929824561405,0.49570804149770925,0.42528735632183906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4222222222222222,0.34426229508196715,0.42417061611374407,0.39084507042253525,0.4126213592233009,0.4666666666666667,0.4905998209489705,0.39610963748894784,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4111111111111111,0.3770491803278688,0.495260663507109,0.24647887323943662,0.45873786407766987,0.47017543859649125,0.4775922902733162,0.40671971706454463,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4,0.36721311475409835,0.6113744075829384,0.2007042253521127,0.4805825242718446,0.4807017543859649,0.5120859444941809,0.41114058355437666,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0.3888888888888889,0.3245901639344262,0.42417061611374407,0.28169014084507044,0.49757281553398053,0.4526315789473684,0.440676180946864,0.3916887709991158,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0.5888888888888889,0.5737704918032787,0.7227488151658767,0.6161971830985915,0.703883495145631,0.5403508771929825,0.5560587708673443,0.6180371352785146,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.45555555555555555,0.40983606557377045,0.533175355450237,0.38732394366197187,0.5218446601941747,0.47719298245614034,0.4844910211174891,0.4854111405835544,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0.5111111111111111,0.39344262295081966,0.6137440758293838,0.41901408450704225,0.5655339805825242,0.49122807017543857,0.49428616567486444,0.5013262599469496,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,0,0.5222222222222223,0.5901639344262295,0.46208530805687204,0.45774647887323944,0.36407766990291257,0.512280701754386,0.5084522618357997,0.42793987621573826,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5111111111111111,0.40983606557377045,0.509478672985782,0.40492957746478875,0.5097087378640777,0.49122807017543857,0.4961293380378114,0.497789566755084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5444444444444444,0.540983606557377,0.580568720379147,0.5809859154929577,0.6917475728155339,0.5087719298245614,0.5011848965190374,0.5853227232537577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5422222222222223,0.6491803278688524,0.509478672985782,0.5563380281690141,0.49757281553398053,0.519298245614035,0.5165095581652536,0.5879752431476569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.3977777777777778,0.3901639344262295,0.4691943127962085,0.33098591549295775,0.3834951456310679,0.4666666666666667,0.5185633787982517,0.39964633068081346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,1,0,0.40888888888888886,0.32131147540983607,0.4028436018957346,0.10915492957746481,0.38834951456310673,0.4456140350877193,0.4412028016219917,0.2838196286472149,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0.4777777777777778,0.40983606557377045,0.5379146919431279,0.6338028169014085,0.5752427184466019,0.49473684210526314,0.4863341934804361,0.5826702033598585,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4666666666666667,0.3114754098360656,0.4028436018957346,0.5633802816901409,0.49757281553398053,0.49122807017543857,0.47079888356416877,0.4526967285587975,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.4777777777777778,0.3114754098360656,0.3909952606635071,0.40492957746478875,0.38834951456310673,0.5157894736842106,0.5070830480804677,0.38196286472148544,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0.6777777777777778,0.6393442622950819,0.485781990521327,0.545774647887324,0.5339805825242718,0.5684210526315789,0.6474274580020012,0.6480990274093722,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0.4888888888888889,0.5081967213114754,0.6990521327014219,0.6161971830985915,0.4004854368932038,0.48771929824561405,0.4359365948707147,0.5030946065428824,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0.5244444444444445,0.4786885245901639,0.5213270142180094,0.46830985915492956,0.4927184466019417,0.4982456140350877,0.5012902206540629,0.5004420866489832,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.38,0.39999999999999997,0.43838862559241704,0.29929577464788737,0.37621359223300965,0.4666666666666667,0.4665859181631471,0.34305923961096374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5444444444444444,0.6557377049180327,0.6161137440758294,0.545774647887324,0.5946601941747572,0.5157894736842106,0.5078729790931592,0.6516357206012379,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1,0.5555555555555556,0.6196721311475409,0.5402843601895735,0.41901408450704225,0.5121359223300971,0.519298245614035,0.5500026331033757,0.5119363395225464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,1,0.5888888888888889,0.540983606557377,0.6161137440758294,0.49295774647887325,0.558252427184466,0.512280701754386,0.5060298067302123,0.5145888594164456,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.4666666666666667,0.35737704918032787,0.5213270142180094,0.5176056338028169,0.48543689320388345,0.4807017543859649,0.4929169519195324,0.44916003536693194,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0.4444444444444444,0.3770491803278688,0.4028436018957346,0.5105633802816901,0.38834951456310673,0.4842105263157895,0.4910211174890727,0.4270557029177719,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0.4311111111111111,0.3114754098360656,0.42654028436018954,0.19366197183098594,0.20873786407766987,0.38596491228070173,0.40202222339249044,0.28293545534924847,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4666666666666667,0.39344262295081966,0.6398104265402844,0.5105633802816901,0.47330097087378636,0.4807017543859649,0.4928116277845069,0.4367816091954023,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0.4111111111111111,0.24590163934426226,0.3909952606635071,0.176056338028169,0.424757281553398,0.4631578947368421,0.4743272420875244,0.3076923076923077,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,0,1,0.4911111111111111,0.2524590163934426,0.5023696682464455,0.47535211267605637,0.4902912621359223,0.43508771929824563,0.3487808731370794,0.48099027409372236,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0,0,0.4688888888888889,0.4262295081967213,0.6516587677725119,0.31690140845070425,0.4490291262135922,0.49473684210526314,0.49744588972563064,0.4880636604774536,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,1,0.7,0.7868852459016393,0.6279620853080569,0.8274647887323944,0.5825242718446602,0.5894736842105264,0.6711253883827479,0.717948717948718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5222222222222223,0.4918032786885246,0.533175355450237,0.4894366197183099,0.5097087378640777,0.5157894736842106,0.5117699720891042,0.502210433244916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4666666666666667,0.39344262295081966,0.5450236966824644,0.4894366197183099,0.46844660194174753,0.47368421052631576,0.4823318763494655,0.46595932802829354,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5,0.4918032786885246,0.556872037914692,0.44014084507042256,0.5461165048543689,0.5052631578947369,0.5024487861393439,0.506631299734748,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.5,0.47540983606557374,0.6279620853080569,0.5105633802816901,0.48543689320388345,0.49473684210526314,0.5100847859286955,0.5039787798408488,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5733333333333334,0.8360655737704918,0.6611374407582938,0.6161971830985915,0.6529126213592232,0.5228070175438596,0.5164568960977408,0.6180371352785146,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0.43333333333333335,0.39344262295081966,0.46208530805687204,0.44014084507042256,0.4490291262135922,0.4631578947368421,0.4288798778240034,0.4535809018567639,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.4666666666666667,0.4918032786885246,0.509478672985782,0.40492957746478875,0.30339805825242716,0.4666666666666667,0.483595765969772,0.41732979664014147,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,1,0,0.34444444444444444,0.360655737704918,0.533175355450237,0.12323943661971831,0.21844660194174753,0.3508771929824561,0.316972984359366,0.286472148541114,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.52,0.4918032786885246,0.4028436018957346,0.6338028169014085,0.5339805825242718,0.48771929824561405,0.49839380694086055,0.5092838196286472,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0.38222222222222224,0.32786885245901637,0.5402843601895735,0.3098591549295775,0.45873786407766987,0.45614035087719296,0.45705408394333563,0.4005305039787799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0.5333333333333333,0.5540983606557377,0.6658767772511849,0.5492957746478874,0.5436893203883495,0.5298245614035088,0.529727737110959,0.5923961096374889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0.48444444444444446,0.4852459016393442,0.5734597156398105,0.7394366197183099,0.5655339805825242,0.5263157894736842,0.5017115171941651,0.45800176834659595,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0.35333333333333333,0.4590163934426229,0.490521327014218,0.4507042253521127,0.45388349514563103,0.47017543859649125,0.4685344146611196,0.4854111405835544,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0.4777777777777778,0.39344262295081966,0.43838862559241704,0.45774647887323944,0.424757281553398,0.5017543859649123,0.49275896571699407,0.4792219274977896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0.4222222222222222,0.40983606557377045,0.485781990521327,0.47535211267605637,0.36407766990291257,0.45964912280701753,0.4741165938174733,0.3969938107869142,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
