First_pokemon_id,Second_pokemon_id,Winner,Name_first,Type 1_first,Type 2_first,HP_first,Attack_first,Defense_first,Sp. Atk_first,Sp. Def_first,Speed_first,Generation_first,Legendary_first,height_first,weight_first,base_experience_first,Name_second,Type 1_second,Type 2_second,HP_second,Attack_second,Defense_second,Sp. Atk_second,Sp. Def_second,Speed_second,Generation_second,Legendary_second,height_second,weight_second,base_experience_second
408,126,126,Shelgon,Dragon,Normal,65,95,100,60,50,50,3,False,11,1105,147,Horsea,Water,Normal,30,40,70,70,25,60,1,False,4,80,59
115,97,115,Hitmonlee,Fighting,Normal,50,120,53,35,110,87,1,False,15,498,159,Muk,Poison,Normal,105,105,75,65,100,50,1,False,12,300,175
311,498,498,Breloom,Grass,Fighting,60,130,80,60,60,70,3,False,12,392,161,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False,12,540,184
23,651,651,Pidgeot,Normal,Flying,83,80,75,70,70,101,1,False,15,395,216,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,10,330,173
126,384,384,Horsea,Water,Normal,30,40,70,70,25,60,1,False,4,80,59,Castform,Normal,Normal,70,70,70,70,70,70,3,False,3,8,147
577,409,409,Munna,Psychic,Normal,76,25,45,67,55,24,5,False,6,233,58,Salamence,Dragon,Flying,95,135,80,110,80,100,3,False,15,1026,270
113,642,642,Cubone,Ground,Normal,50,50,95,40,50,35,1,False,4,65,64,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,5,55,61
594,243,243,Gurdurr,Fighting,Normal,85,105,85,40,50,40,5,False,12,400,142,Octillery,Water,Normal,75,105,75,105,75,45,2,False,9,285,168
504,297,504,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,False,7,230,60,Seedot,Grass,Normal,40,40,50,30,30,30,3,False,5,40,44
568,708,708,Stoutland,Normal,Normal,85,110,90,45,90,80,5,False,12,610,225,Zekrom,Dragon,Electric,100,150,120,120,100,90,5,True,29,3450,306
346,323,346,Gulpin,Poison,Normal,70,43,53,43,53,40,3,False,4,103,60,Azurill,Normal,Fairy,50,20,40,20,40,20,3,False,2,20,38
213,486,213,Umbreon,Dark,Normal,95,65,110,60,130,65,2,False,10,270,184,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,False,13,1870,175
641,96,641,Reuniclus,Psychic,Normal,110,65,75,125,85,30,5,False,10,201,221,Grimer,Poison,Normal,80,80,50,40,50,25,1,False,9,300,65
82,647,647,Graveler,Rock,Ground,55,95,115,45,45,35,1,False,10,1050,137,Deerling,Normal,Grass,60,60,50,40,50,75,5,False,6,195,67
407,607,607,Bagon,Dragon,Normal,45,75,60,40,30,50,3,False,6,421,60,Cottonee,Grass,Fairy,40,27,60,37,50,66,5,False,3,6,56
650,576,576,Karrablast,Bug,Normal,50,75,45,40,45,60,5,False,5,59,63,Simipour,Water,Normal,75,98,63,98,63,101,5,False,10,290,174
504,514,514,Croagunk,Poison,Fighting,48,61,40,61,40,50,4,False,7,230,60,Magnezone,Electric,Steel,70,70,115,130,90,60,4,False,12,1800,241
792,400,792,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False,15,850,187,Sealeo,Ice,Water,90,60,70,75,70,45,3,False,11,876,144
213,518,518,Umbreon,Dark,Normal,95,65,110,60,130,65,2,False,10,270,184,Electivire,Electric,Normal,75,123,67,95,85,95,4,False,18,1386,243
653,722,722,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False,6,105,162,Fennekin,Fire,Normal,40,45,40,62,60,60,6,False,4,94,61
498,368,368,Lucario,Fighting,Steel,70,110,70,115,70,90,4,False,12,540,184,Zangoose,Normal,Normal,73,115,60,60,60,90,3,False,13,403,160
609,405,405,Petilil,Grass,Normal,45,35,50,70,50,30,5,False,5,66,56,Relicanth,Water,Rock,100,90,130,45,65,55,3,False,10,234,170
565,94,565,Watchog,Normal,Normal,60,85,69,60,69,77,5,False,11,270,147,Seel,Water,Normal,65,45,55,45,70,45,1,False,11,900,65
286,549,549,Mightyena,Dark,Normal,70,90,70,60,60,70,3,False,10,370,147,Manaphy,Water,Normal,100,100,100,100,100,100,4,False,3,14,270
282,299,299,Marshtomp,Water,Ground,70,85,70,60,70,50,3,False,7,280,142,Shiftry,Grass,Dark,90,100,60,90,60,80,3,False,13,596,216
596,515,596,Tympole,Water,Normal,50,50,40,50,40,64,5,False,5,45,59,Lickilicky,Normal,Normal,110,85,95,80,95,50,4,False,17,1400,180
689,505,505,Rufflet,Normal,Flying,70,83,50,37,50,60,5,False,5,105,70,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,False,13,444,172
610,688,610,Lilligant,Grass,Normal,70,60,75,110,75,90,5,False,11,163,168,Bouffalant,Normal,Normal,95,110,95,40,95,55,5,False,16,946,172
403,185,185,Huntail,Water,Normal,55,104,105,94,75,52,3,False,17,270,170,Chinchou,Water,Electric,75,38,38,56,56,67,2,False,5,120,66
415,581,581,Regirock,Rock,Normal,80,100,200,50,100,50,3,True,17,2300,261,Unfezant,Normal,Flying,80,115,80,65,55,93,5,False,12,290,220
490,471,490,Chatot,Normal,Flying,76,65,45,92,42,91,4,False,5,19,144,Gastrodon,Water,Ground,111,83,68,92,82,39,4,False,9,299,166
62,514,62,Mankey,Fighting,Normal,40,80,35,35,45,70,1,False,5,280,61,Magnezone,Electric,Steel,70,70,115,130,90,60,4,False,12,1800,241
682,668,682,Mienshao,Fighting,Normal,65,125,60,95,60,105,5,False,14,355,179,Beheeyem,Psychic,Normal,75,75,75,125,95,40,5,False,10,345,170
349,464,349,Sharpedo,Water,Dark,70,120,40,95,40,95,3,False,18,888,161,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,False,12,385,166
654,154,154,Frillish,Water,Ghost,55,40,50,65,85,40,5,False,12,330,67,Aerodactyl,Rock,Flying,80,105,65,60,75,130,1,False,18,590,180
769,296,296,Amaura,Rock,Ice,77,59,50,67,63,46,6,False,13,252,72,Ludicolo,Water,Grass,80,70,70,90,100,70,3,False,15,550,216
486,674,674,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,False,13,1870,175,Haxorus,Dragon,Normal,76,147,90,60,70,97,5,False,18,1055,243
496,720,496,Munchlax,Normal,Normal,135,85,40,40,85,5,4,False,6,1050,78,Quilladin,Grass,Normal,61,78,95,56,58,57,6,False,7,290,142
463,529,529,Combee,Bug,Flying,30,30,42,30,42,70,4,False,3,55,49,Probopass,Rock,Steel,60,55,145,75,150,40,4,False,14,3400,184
601,667,601,Sewaddle,Bug,Grass,45,53,70,40,60,42,5,False,3,25,62,Elgyem,Psychic,Normal,55,55,55,85,55,30,5,False,5,90,67
83,623,623,Golem,Rock,Ground,80,120,130,55,65,45,1,False,14,3000,223,Sigilyph,Psychic,Flying,72,58,80,103,80,97,5,False,14,140,172
287,791,287,Zigzagoon,Normal,Normal,38,30,41,30,41,60,3,False,4,175,56,Noibat,Flying,Dragon,40,30,35,45,40,55,6,False,5,80,49
85,420,420,Rapidash,Fire,Normal,65,100,70,80,80,105,1,False,17,950,175,Latios,Dragon,Psychic,80,90,80,130,110,110,3,True,20,600,270
482,354,482,Chingling,Psychic,Normal,45,30,50,65,50,45,4,False,2,6,57,Camerupt,Fire,Ground,70,100,70,105,75,40,3,False,19,2200,161
449,626,449,Shinx,Electric,Normal,45,65,34,40,34,45,4,False,5,95,53,Tirtouga,Water,Rock,54,78,103,53,45,22,5,False,7,165,71
272,277,272,Celebi,Psychic,Grass,100,100,100,100,100,100,2,False,6,50,270,Torchic,Fire,Normal,45,60,40,70,50,45,3,False,4,25,62
178,760,760,Hoothoot,Normal,Flying,60,30,30,36,56,50,2,False,7,212,52,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,13,960,175
503,569,503,Drapion,Poison,Dark,70,90,110,60,75,95,4,False,13,615,175,Purrloin,Dark,Normal,41,50,37,50,37,66,5,False,4,101,56
470,608,608,Shellos,Water,Normal,76,48,48,57,62,34,4,False,3,63,65,Whimsicott,Grass,Fairy,60,67,85,77,75,116,5,False,7,66,168
136,235,136,Magmar,Fire,Normal,65,95,57,100,85,93,1,False,13,445,173,Teddiursa,Normal,Normal,60,80,50,50,50,40,2,False,6,88,66
775,667,775,Goomy,Dragon,Normal,45,50,35,55,75,40,6,False,3,28,60,Elgyem,Psychic,Normal,55,55,55,85,55,30,5,False,5,90,67
70,381,381,Kadabra,Psychic,Normal,40,35,30,120,70,105,1,False,13,565,140,Armaldo,Rock,Bug,75,125,100,70,80,45,3,False,15,682,173
194,724,724,Mareep,Electric,Normal,55,40,40,65,45,35,2,False,6,78,56,Delphox,Fire,Psychic,75,69,72,114,100,104,6,False,15,390,240
379,345,345,Cradily,Rock,Grass,86,81,97,81,107,43,3,False,15,604,173,Roselia,Grass,Poison,50,60,45,100,80,65,3,False,3,20,140
59,397,59,Persian,Normal,Normal,65,70,60,65,65,115,1,False,10,320,154,Glalie,Ice,Normal,80,80,80,80,80,80,3,False,15,2565,168
766,628,766,Heliolisk,Electric,Normal,62,55,52,109,94,109,6,False,10,210,168,Archen,Rock,Flying,55,112,45,74,45,70,5,False,5,95,71
385,238,385,Kecleon,Normal,Normal,60,90,70,60,120,40,3,False,10,220,154,Magcargo,Fire,Rock,50,50,120,80,80,30,2,False,8,550,151
647,494,494,Deerling,Normal,Grass,60,60,50,40,50,75,5,False,6,195,67,Garchomp,Dragon,Ground,108,130,95,80,85,102,4,False,19,950,270
209,303,209,Yanma,Bug,Flying,65,65,45,75,45,95,2,False,12,380,78,Pelipper,Water,Flying,60,50,100,85,70,65,3,False,12,280,154
730,554,554,Fletchling,Normal,Flying,45,50,43,40,38,62,6,False,3,17,56,Victini,Psychic,Fire,100,100,100,100,100,100,5,True,4,40,270
438,447,438,Infernape,Fire,Fighting,76,104,71,104,71,108,4,False,12,550,240,Kricketot,Bug,Normal,37,25,41,25,41,25,4,False,3,22,39
202,765,765,Politoed,Water,Normal,90,75,75,90,100,70,2,False,11,339,225,Helioptile,Electric,Normal,44,38,33,61,43,70,6,False,5,60,58
516,352,352,Rhyperior,Ground,Rock,115,140,130,55,55,40,4,False,24,2828,241,Wailord,Water,Normal,170,90,45,90,45,60,3,False,145,3980,175
700,200,700,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,True,21,2500,261,Azumarill,Water,Fairy,100,50,80,60,80,50,2,False,8,285,189
513,776,513,Weavile,Dark,Ice,70,120,65,45,85,125,4,False,11,340,179,Sliggoo,Dragon,Normal,68,75,53,83,113,60,6,False,8,175,158
140,258,140,Magikarp,Water,Normal,20,10,55,15,20,80,1,False,9,100,40,Smoochum,Ice,Psychic,45,30,15,85,65,65,2,False,4,60,61
796,634,634,Diancie,Rock,Fairy,50,100,150,100,150,50,6,True,7,88,270,Minccino,Normal,Normal,55,50,40,40,40,75,5,False,4,58,60
160,131,131,Dratini,Dragon,Normal,41,64,45,50,50,50,1,False,18,33,60,Starmie,Water,Psychic,60,75,85,100,85,115,1,False,11,800,182
574,675,574,Simisear,Fire,Normal,75,98,63,98,63,101,5,False,10,280,174,Cubchoo,Ice,Normal,55,70,40,60,40,40,5,False,5,85,61
665,497,497,Eelektrik,Electric,Normal,65,85,70,75,70,40,5,False,12,220,142,Riolu,Fighting,Normal,40,70,40,35,40,60,4,False,7,202,57
541,352,541,Dialga,Steel,Dragon,100,120,120,150,100,90,4,True,54,6830,306,Wailord,Water,Normal,170,90,45,90,45,60,3,False,145,3980,175
779,418,418,Phantump,Ghost,Grass,43,70,48,50,60,38,6,False,4,70,62,Latias,Dragon,Psychic,80,80,90,110,130,110,3,True,14,400,270
679,401,679,Accelgor,Bug,Normal,80,70,40,100,60,145,5,False,8,253,173,Walrein,Ice,Water,110,80,90,95,90,65,3,False,14,1506,239
75,25,25,Machamp,Fighting,Normal,90,130,80,65,85,55,1,False,16,1300,227,Rattata,Normal,Normal,30,56,35,25,35,72,1,False,3,35,51
490,681,490,Chatot,Normal,Flying,76,65,45,92,42,91,4,False,5,19,144,Mienfoo,Fighting,Normal,45,85,50,55,50,65,5,False,9,200,70
469,293,469,Cherrim,Grass,Normal,70,60,70,87,78,85,4,False,5,93,158,Dustox,Bug,Poison,60,50,70,50,90,65,3,False,12,316,173
683,772,772,Druddigon,Dragon,Normal,77,120,90,60,90,48,5,False,16,1390,170,Hawlucha,Fighting,Flying,78,92,75,74,63,118,6,False,8,215,175
446,478,478,Bibarel,Normal,Water,79,85,60,55,60,71,4,False,10,315,144,Mismagius,Ghost,Normal,60,60,60,105,105,105,4,False,9,44,173
263,387,263,Raikou,Electric,Normal,90,85,75,115,100,115,2,True,19,1780,261,Banette,Ghost,Normal,64,115,65,83,63,65,3,False,11,125,159
364,750,364,Cacturne,Grass,Dark,70,115,60,115,60,55,3,False,13,774,166,Doublade,Steel,Ghost,59,110,150,45,49,35,6,False,8,45,157
67,780,67,Poliwhirl,Water,Normal,65,65,65,50,50,90,1,False,10,200,135,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False,15,710,166
219,202,219,Girafarig,Normal,Psychic,70,80,65,90,65,85,2,False,15,415,159,Politoed,Water,Normal,90,75,75,90,100,70,2,False,11,339,225
146,525,525,Vaporeon,Water,Normal,130,65,60,110,95,65,1,False,10,290,184,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False,25,2910,239
51,16,16,Vileplume,Grass,Poison,75,80,85,110,90,50,1,False,12,186,221,Butterfree,Bug,Flying,60,45,50,90,80,70,1,False,11,320,178
391,86,391,Tropius,Grass,Flying,99,68,83,72,87,51,3,False,20,1000,161,Slowpoke,Water,Psychic,90,65,65,40,40,15,1,False,12,360,63
28,653,28,Fearow,Normal,Flying,65,90,65,61,61,100,1,False,12,380,155,Amoonguss,Grass,Poison,114,85,70,85,80,30,5,False,6,105,162
664,256,664,Tynamo,Electric,Normal,35,55,40,45,40,60,5,False,2,3,55,Tyrogue,Fighting,Normal,35,35,35,35,35,35,2,False,7,210,42
737,177,737,Pyroar,Fire,Normal,86,68,72,109,66,106,6,False,15,815,177,Furret,Normal,Normal,85,76,64,45,55,90,2,False,18,325,145
609,754,609,Petilil,Grass,Normal,45,35,50,70,50,30,5,False,5,66,56,Aromatisse,Fairy,Normal,101,72,72,99,89,29,6,False,8,155,162
641,667,667,Reuniclus,Psychic,Normal,110,65,75,125,85,30,5,False,10,201,221,Elgyem,Psychic,Normal,55,55,55,85,55,30,5,False,5,90,67
150,332,332,Omanyte,Rock,Water,35,40,100,90,55,35,1,False,4,75,71,Lairon,Steel,Rock,60,90,140,50,50,40,3,False,9,1200,151
21,440,21,Pidgey,Normal,Flying,40,45,40,35,35,56,1,False,3,18,50,Prinplup,Water,Normal,64,66,68,81,76,50,4,False,8,230,142
361,67,67,Vibrava,Ground,Dragon,50,70,50,50,50,70,3,False,11,153,119,Poliwhirl,Water,Normal,65,65,65,50,50,90,1,False,10,200,135
381,587,587,Armaldo,Rock,Bug,75,125,100,70,80,45,3,False,15,682,173,Woobat,Psychic,Flying,55,45,43,55,43,72,5,False,4,21,65
645,172,172,Vanillish,Ice,Normal,51,65,65,80,75,59,5,False,11,410,138,Typhlosion,Fire,Normal,78,84,78,109,85,100,2,False,17,795,240
341,620,620,Plusle,Electric,Normal,60,50,40,85,75,95,3,False,4,42,142,Crustle,Bug,Rock,70,95,125,65,75,45,5,False,14,2000,170
622,55,55,Scrafty,Dark,Fighting,65,90,115,45,115,58,5,False,11,300,171,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,15,125,158
77,462,462,Weepinbell,Grass,Poison,65,90,50,85,45,55,1,False,10,64,137,Mothim,Bug,Flying,70,94,50,94,50,66,4,False,9,233,148
511,684,511,Abomasnow,Grass,Ice,90,92,75,92,85,60,4,False,22,1355,173,Golett,Ground,Ghost,59,74,50,35,50,35,5,False,10,920,61
383,185,383,Milotic,Water,Normal,95,60,79,100,125,81,3,False,62,1620,189,Chinchou,Water,Electric,75,38,38,56,56,67,2,False,5,120,66
104,335,104,Onix,Rock,Ground,35,45,160,30,45,70,1,False,88,2100,77,Meditite,Fighting,Psychic,30,40,55,40,55,60,3,False,6,112,56
404,341,341,Gorebyss,Water,Normal,55,84,105,114,75,52,3,False,18,226,170,Plusle,Electric,Normal,60,50,40,85,75,95,3,False,4,42,142
55,353,353,Venomoth,Bug,Poison,70,65,60,90,75,90,1,False,15,125,158,Numel,Fire,Ground,60,60,40,65,45,35,3,False,7,240,61
544,780,780,Regigigas,Normal,Normal,110,160,110,80,110,100,4,True,37,4200,302,Trevenant,Ghost,Grass,85,110,76,65,82,56,6,False,15,710,166
650,612,612,Karrablast,Bug,Normal,50,75,45,40,45,60,5,False,5,59,63,Sandile,Ground,Dark,50,72,35,35,35,65,5,False,7,152,58
363,226,363,Cacnea,Grass,Normal,50,85,40,85,40,35,3,False,4,513,67,Snubbull,Fairy,Normal,60,80,50,40,40,30,2,False,6,78,60
282,531,531,Marshtomp,Water,Ground,70,85,70,60,70,50,3,False,7,280,142,Froslass,Ice,Ghost,70,80,70,80,70,110,4,False,13,266,168
699,447,699,Volcarona,Bug,Fire,85,60,65,135,105,100,5,False,16,460,248,Kricketot,Bug,Normal,37,25,41,25,41,25,4,False,3,22,39
257,255,255,Hitmontop,Fighting,Normal,50,95,95,35,110,70,2,False,14,480,159,Smeargle,Normal,Normal,55,20,35,20,45,75,2,False,12,580,88
395,656,656,Wynaut,Psychic,Normal,95,23,48,23,48,23,3,False,6,140,52,Alomomola,Water,Normal,165,75,80,40,45,65,5,False,12,316,165
486,204,486,Bronzong,Steel,Psychic,67,89,116,79,116,33,4,False,13,1870,175,Skiploom,Grass,Flying,55,45,50,45,65,80,2,False,6,10,119
483,11,483,Stunky,Poison,Dark,63,63,47,41,41,74,4,False,4,192,66,Wartortle,Water,Normal,59,63,80,65,80,58,1,False,10,225,142
272,173,272,Celebi,Psychic,Grass,100,100,100,100,100,100,2,False,6,50,270,Totodile,Water,Normal,50,65,64,44,48,43,2,False,6,95,63
553,468,553,Arceus,Normal,Normal,120,120,120,120,120,120,4,True,32,3200,324,Cherubi,Grass,Normal,45,35,45,62,53,35,4,False,4,33,55
127,661,127,Seadra,Water,Normal,55,65,95,95,45,85,1,False,12,250,154,Klink,Steel,Normal,40,55,70,45,60,30,5,False,3,210,60
696,481,481,Zweilous,Dark,Dragon,72,85,70,65,70,58,5,False,14,500,147,Purugly,Normal,Normal,71,82,64,64,59,112,4,False,10,438,158
505,96,505,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,False,13,444,172,Grimer,Poison,Normal,80,80,50,40,50,25,1,False,9,300,65
113,43,43,Cubone,Ground,Normal,50,50,95,40,50,35,1,False,4,65,64,Vulpix,Fire,Normal,38,41,40,50,65,65,1,False,6,99,60
310,70,70,Shroomish,Grass,Normal,60,40,60,40,60,35,3,False,4,45,59,Kadabra,Psychic,Normal,40,35,30,120,70,105,1,False,13,565,140
792,223,792,Noivern,Flying,Dragon,85,70,80,97,80,123,6,False,15,850,187,Gligar,Ground,Flying,65,75,105,35,65,85,2,False,11,648,86
404,346,404,Gorebyss,Water,Normal,55,84,105,114,75,52,3,False,18,226,170,Gulpin,Poison,Normal,70,43,53,43,53,40,3,False,4,103,60
433,368,368,Turtwig,Grass,Normal,55,68,64,45,55,31,4,False,4,102,64,Zangoose,Normal,Normal,73,115,60,60,60,90,3,False,13,403,160
21,26,26,Pidgey,Normal,Flying,40,45,40,35,35,56,1,False,3,18,50,Raticate,Normal,Normal,55,81,60,50,70,97,1,False,7,185,145
81,520,520,Geodude,Rock,Ground,40,80,100,30,30,20,1,False,4,200,60,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False,15,380,245
154,59,154,Aerodactyl,Rock,Flying,80,105,65,60,75,130,1,False,18,590,180,Persian,Normal,Normal,65,70,60,65,65,115,1,False,10,320,154
487,631,631,Bonsly,Rock,Normal,50,80,95,10,45,10,4,False,5,150,58,Garbodor,Poison,Normal,80,95,82,60,82,75,5,False,19,1073,166
151,652,151,Omastar,Rock,Water,70,60,125,115,70,55,1,False,10,350,173,Foongus,Grass,Poison,69,55,45,55,55,15,5,False,2,10,59
68,674,674,Poliwrath,Water,Fighting,90,95,95,70,90,70,1,False,13,540,230,Haxorus,Dragon,Normal,76,147,90,60,70,97,5,False,18,1055,243
678,672,672,Shelmet,Bug,Normal,50,40,85,40,65,25,5,False,4,77,61,Axew,Dragon,Normal,46,87,60,30,40,57,5,False,6,180,64
11,436,436,Wartortle,Water,Normal,59,63,80,65,80,58,1,False,10,225,142,Chimchar,Fire,Normal,44,58,44,58,44,61,4,False,5,62,62
770,642,770,Aurorus,Rock,Ice,123,77,72,99,92,58,6,False,27,2250,104,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,5,55,61
15,548,548,Metapod,Bug,Normal,50,20,55,25,25,30,1,False,7,99,72,Phione,Water,Normal,80,80,80,80,80,80,4,False,4,31,216
191,97,97,Togetic,Fairy,Flying,55,40,85,80,105,40,2,False,6,32,142,Muk,Poison,Normal,105,105,75,65,100,50,1,False,12,300,175
435,405,435,Torterra,Grass,Ground,95,109,105,75,85,56,4,False,22,3100,236,Relicanth,Water,Rock,100,90,130,45,65,55,3,False,10,234,170
380,332,380,Anorith,Rock,Bug,45,95,50,40,50,75,3,False,7,125,71,Lairon,Steel,Rock,60,90,140,50,50,40,3,False,9,1200,151
166,468,166,Mew,Psychic,Normal,100,100,100,100,100,100,1,False,4,40,270,Cherubi,Grass,Normal,45,35,45,62,53,35,4,False,4,33,55
426,311,426,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True,70,2065,306,Breloom,Grass,Fighting,60,130,80,60,60,70,3,False,12,392,161
118,563,563,Koffing,Poison,Normal,40,65,95,60,45,35,1,False,6,10,68,Samurott,Water,Normal,95,100,85,108,70,70,5,False,15,946,238
300,669,669,Taillow,Normal,Flying,40,55,30,30,30,85,3,False,3,23,54,Litwick,Ghost,Fire,50,30,55,65,55,20,5,False,3,31,55
776,525,525,Sliggoo,Dragon,Normal,68,75,53,83,113,60,6,False,8,175,158,Mamoswine,Ice,Ground,110,130,80,70,60,80,4,False,25,2910,239
45,456,456,Jigglypuff,Normal,Fairy,115,45,20,45,25,20,1,False,5,55,95,Shieldon,Rock,Steel,30,42,118,42,88,30,4,False,5,570,70
305,452,452,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,8,202,97,Budew,Grass,Poison,40,30,35,50,70,55,4,False,2,12,56
441,368,368,Empoleon,Water,Steel,84,86,88,111,101,60,4,False,17,845,239,Zangoose,Normal,Normal,73,115,60,60,60,90,3,False,13,403,160
315,651,651,Nincada,Bug,Ground,31,45,90,30,30,40,3,False,5,55,53,Escavalier,Bug,Steel,70,135,105,60,105,20,5,False,10,330,173
200,505,505,Azumarill,Water,Fairy,100,50,80,60,80,50,2,False,8,285,189,Toxicroak,Poison,Fighting,83,106,65,86,65,85,4,False,13,444,172
695,603,603,Deino,Dark,Dragon,52,65,50,45,50,38,5,False,8,173,60,Leavanny,Bug,Grass,75,103,80,70,80,92,5,False,12,205,225
700,302,700,Cobalion,Steel,Fighting,91,90,129,90,72,108,5,True,21,2500,261,Wingull,Water,Flying,40,30,30,55,30,85,3,False,6,95,54
108,123,108,Kingler,Water,Normal,55,130,115,50,50,75,1,False,13,600,166,Tangela,Grass,Normal,65,55,115,100,40,60,1,False,10,350,87
794,778,794,Yveltal,Dark,Flying,126,131,95,131,98,99,6,True,58,2030,306,Klefki,Steel,Fairy,57,80,91,80,87,75,6,False,2,30,165
369,670,369,Seviper,Poison,Normal,73,100,60,100,60,65,3,False,27,525,160,Lampent,Ghost,Fire,60,40,60,95,60,55,5,False,6,130,130
453,253,453,Roserade,Grass,Poison,60,70,65,125,105,90,4,False,9,145,232,Porygon2,Normal,Normal,85,80,90,105,95,60,2,False,6,325,180
557,570,557,Serperior,Grass,Normal,75,75,95,75,95,113,5,False,33,630,238,Liepard,Dark,Normal,64,88,50,88,50,106,5,False,11,375,156
490,628,490,Chatot,Normal,Flying,76,65,45,92,42,91,4,False,5,19,144,Archen,Rock,Flying,55,112,45,74,45,70,5,False,5,95,71
625,464,464,Cofagrigus,Ghost,Normal,58,50,145,95,105,30,5,False,17,765,169,Vespiquen,Bug,Flying,70,80,102,80,102,40,4,False,12,385,166
122,392,392,Chansey,Normal,Normal,250,5,5,35,105,50,1,False,11,346,395,Chimecho,Psychic,Normal,65,50,70,95,80,65,3,False,6,10,159
129,593,129,Seaking,Water,Normal,80,92,65,65,80,68,1,False,13,390,158,Timburr,Fighting,Normal,75,80,55,25,35,35,5,False,6,125,61
25,435,25,Rattata,Normal,Normal,30,56,35,25,35,72,1,False,3,35,51,Torterra,Grass,Ground,95,109,105,75,85,56,4,False,22,3100,236
356,422,422,Torkoal,Fire,Normal,70,85,140,85,70,20,3,False,5,804,165,Kyogre,Water,Normal,100,100,90,150,140,90,3,True,45,3520,302
37,64,37,Nidoqueen,Poison,Ground,90,92,87,75,85,76,1,False,13,600,227,Growlithe,Fire,Normal,55,70,45,70,50,60,1,False,7,190,70
577,434,434,Munna,Psychic,Normal,76,25,45,67,55,24,5,False,6,233,58,Grotle,Grass,Normal,75,89,85,55,65,36,4,False,11,970,142
19,522,522,Beedrill,Bug,Poison,65,90,40,45,80,75,1,False,10,295,178,Leafeon,Grass,Normal,65,110,130,60,65,95,4,False,10,255,184
760,793,793,Barbaracle,Rock,Water,72,105,115,54,86,68,6,False,13,960,175,Xerneas,Fairy,Normal,126,131,95,131,98,99,6,True,30,2150,306
114,452,452,Marowak,Ground,Normal,60,80,110,50,80,45,1,False,10,450,149,Budew,Grass,Poison,40,30,35,50,70,55,4,False,2,12,56
520,458,520,Togekiss,Fairy,Flying,85,50,95,120,115,80,4,False,15,380,245,Burmy,Bug,Normal,40,29,45,29,45,36,4,False,2,34,45
344,140,344,Illumise,Bug,Normal,65,47,55,73,75,85,3,False,6,177,151,Magikarp,Water,Normal,20,10,55,15,20,80,1,False,9,100,40
305,426,426,Kirlia,Psychic,Fairy,38,35,35,65,55,50,3,False,8,202,97,Rayquaza,Dragon,Flying,105,150,90,150,90,95,3,True,70,2065,306
492,216,216,Gible,Dragon,Ground,58,70,45,40,45,42,4,False,7,205,60,Misdreavus,Ghost,Normal,60,60,60,85,85,85,2,False,7,10,87
60,271,271,Psyduck,Water,Normal,50,52,48,65,50,55,1,False,8,196,64,Ho-oh,Fire,Flying,106,130,90,110,154,90,2,True,38,1990,306
205,309,205,Jumpluff,Grass,Flying,75,55,70,55,95,110,2,False,8,30,207,Masquerain,Bug,Flying,70,60,62,80,82,60,3,False,8,36,159
446,379,446,Bibarel,Normal,Water,79,85,60,55,60,71,4,False,10,315,144,Cradily,Rock,Grass,86,81,97,81,107,43,3,False,15,604,173
295,579,295,Lombre,Water,Grass,60,50,50,60,70,50,3,False,12,325,119,Pidove,Normal,Flying,50,55,50,36,30,43,5,False,3,21,53
374,502,502,Corphish,Water,Normal,43,80,65,50,35,35,3,False,6,115,62,Skorupi,Poison,Bug,40,50,90,30,55,65,4,False,8,120,66
447,222,222,Kricketot,Bug,Normal,37,25,41,25,41,25,4,False,3,22,39,Dunsparce,Normal,Normal,100,70,70,65,65,45,2,False,15,140,145
189,29,29,Igglybuff,Normal,Fairy,90,30,15,40,20,15,2,False,3,10,42,Ekans,Poison,Normal,35,60,44,40,54,55,1,False,20,69,58
67,489,67,Poliwhirl,Water,Normal,65,65,65,50,50,90,1,False,10,200,135,Happiny,Normal,Normal,100,5,5,15,65,30,4,False,6,244,110
642,306,306,Ducklett,Water,Flying,62,44,50,44,50,55,5,False,5,55,61,Gardevoir,Psychic,Fairy,68,65,65,125,115,80,3,False,16,484,233
722,599,722,Fennekin,Fire,Normal,40,45,40,62,60,60,6,False,4,94,61,Throh,Fighting,Normal,120,100,85,30,85,45,5,False,13,555,163
